,review Text,review Grade
1614,Works great! But needs to be in better packing.,5
1615,Great deal and superb service. The phone came in excellent condition and still works very well.It came with 2nd party charging cable and charger. I love my IPhone 8 !,5
1616,"Was not sure what I'd get ordering a ""Renewed"" phone.  I am more than delighted.  In outstanding condition - flawless.  Thank you!",5
1617,Nothing I don’t like it is just like brand new. Love it,5
1618,"Ordered this phone d/t the battery on my old phone wasn’t working well... this phone was even WORSE! Couldn’t hold a charge for a few hours!!! Uuuggghhh, bitterly disappointed!",1
1619,Had no problem switching my sim card to this one. Works great,5
1620,"This was a gift and an upgrade from an iPhone 6. I don’t want to talk about the iPhone tech— go to a apple for that. I want to talk about the fact that it’s a refurbished iPhone for a ridiculous price that had me worried because it seemed toooo cheap. Well, it worked out without any issues. I can vouch for it being unlocked because it’s currently being used in Tokyo on a non-American carrier.",5
1621,"Super contenta con la compra. El teléfono llego rápido. LO TRAJE A PANAMÁEstado físico: Impecable, ningún rasguño.Bateria: 90% (lo que promete)entrega: rápido, vino super protegido. Estoy super feliz hasta el momento todo bien",5
1622,"fiscamente aceptable como en las descripciones estipula pero no le funcionan las bocinas, no recomiendo la compra !",1
1623,I normally do not write reviews. I received this phone yesterday and was returning it right away. I set it up but the calls are not coming in.. really dissapointed.,1
1624,I don’t usually buy something as a ‘second’ but was very impressed.,5
1625,The product said excellent condition. But the actual phone is so damaged.,2
1626,Works like new,5
1627,Horrible battery life,1
1628,much better than the 'new' one i was ripped off for from charter/spectrum and didn't cost me 1/5 as much.  possibly the best cell phone i have ever had.  i will definitely purchase from this company again when i upgrade.,5
1629,Excellent buy. Can’t believe that it’s not brand new. Everything was new about it. I’ve had it for 5 months now and still excellent,5
1630,"Despite the bad reviews, I purchased this item and I am 100% satisfied with my purchase. The phone arrived in good condition and took just a few moments to set up.",5
1631,Works great. No visual scratches!,5
1632,The product is flawedTook it overseas as BDay presentNever could be startedTook it to Apple store in Spain diagnosed as flawed motherboardSeller would neither return or repairBY ALL MEANS AVOID THIS CHEATER,1
1633,The phone most likely was originally sold in another country. Some functions follow privacy regulations set in other countries but not in the US. Aside from this being a little annoying the phone works great.,4
1634,"I've bought several 'renewed' phones over the years and this was the first that was visibly damaged with a scratched screen - one scratch about 1.5cm long.  The battery is showing as able to charge to 95% of its original capacity, which is prety good for an older phone, but again not as good as I've had in the past.  Delivery and functionality are all great.",3
1635,"Phone in good shape. Battery at 87% health which isn’t great but it’s workable. Slight smudge in the screen pixels (oval shape, about 2“ x 3/4”, but very faint and hard to notice). Was worried the smudge would grow darker with time but so far so good. If this phone maintains its current performance I’ll be very satisfied with my purchase. Will update if there are issues.",4
1636,"This is a scam, this phone is not fully unlocked. I went to my local Sprint store and they said there is no way for this phone to be activated. Even though it is being advertised that this phone is fully unlocked and I picked the fully unlocked option. Highly disappointed, I am trying to return it. Don't waste your money or time.",1
1637,if your looking for a iphone cheap these are the guys to buy it from 100 percent like and will buy fro them again like wtf 178 for an iphone you would be stupid not to buy. and this is a real buyers comment btw add me on playstation @ blxntgreen for more evidence,5
1638,"Got this phone as a bring your own to tracfone.  The apparence was new, it is working fine. Setup was easy as we just put my six next to my 8, it even updated an app.  The screen clarity is better than my Iphone six.  I am 64, so if I can work it easy it is good.",5
1639,"It has been a great value for the money. The battery has been great, and that was an issue with the last refurbished phone we got. Completely satisfied with this phone!",5
1640,I know this is a refurbished product so there's just so much one can really complain about it but the sounds quality on the phone I got was pretty bad. It seem like the speaker is cracking all the time.,3
1641,Phone went into black screen of death after 2 weeks.,2
1642,our first smart phones reasonably priced delivery was quick phones are working well,5
1643,"the phone functions and looks great. The only thing is the camera shutter sound is always on so I can’t take selfies or Snapchat  because everyone around me will hear it, and the sound is not quiet by any means.",3
1644,"It was an iPhone 8 and worked, did not come in the original packaging which was warned, and the batter capacity was 85% which they also said would happen.",5
1645,This phone is blacklist plus the battery dies fast . It’s not worth to buy . The wait was to long took 4 days to come in and to connect my cellular service I have to wait for them to take off the black I got to wait longer to for the refund .,1
1646,I was a bit skeptical on buying this phone since most of the review were bad but to my surprise it arrived in excellent condition and came with a screen protector as well. I’m honestly satisfied with this purchase.,4
1647,"This renewed phone was locked by the company that appears to have previously owned and issues it to an employee, Medline Industries Inc. and without a company login it could not be reset. The seller ignored requests for assistance.",1
1648,Great phone! The only issue I had was that The phone Was incompatible to Boostmobile which I was tired of this company anyhow and Was ready to switch to another carrier. Works great with t mobile though,5
1649,Phone works fine and is in pretty good condition. I was unaware however that I was buying a Japanese model phone (not mentioned anywhere) and now am stuck with a loud and annoying shutter sound whenever I try to take a picture and there is nothing that I can do about it.,3
1650,👍,4
1651,Very happy with how easy my purchase was. Great price for a very well functioning refurbished phone. Shipped quickly had no damage and everything on the phone works perfectly. Thank you!!,5
1652,Works like new,5
1653,Phone looked great if only it was actually fully unlocked. Don't do it. And they keep 20% even if you return it the next day.,1
1654,honestly taught the phone was good but it keeps rebooting by it self and im really pissed,1
1655,"Besides it not being in original packaging, Got here in one day and great condition from what I can see.",5
1656,Compre un iPhone 8 re-manufacturado y revisado. Se supone que ha sido revisado y el parlante frontal llego defectuoso. Se escucha ronco y no se entiende bien lo que dice la otra persona. Cuando lo recibí la habian bajado el volumen para que no se notara el daño en un claro gesto de deshonestidad. Sabían que el parlante estaba malo y no lo arreglaron.,3
1657,This phone looks and operates as good as new.,5
1658,"The phones actually came 4 days sooner than they were supposed to be delivered and both were in perfect condition. The fingerprint scanner worked, battery has a full charge, and face recognition worked just fine. Well worth the money we spent!!",5
1659,I have been an Android user since cell phones... Well a REALLY long time. My daughter convinced me to switch and I am so glad she did. This phone is amazing!,5
1660,It’s an apple product!,5
1661,My phone arrived before expected.  It works great. It already had a screen protector.  I've had it a couple of weeks and I haven't had any problems with it at all.  Definitely happy with my purchase.,5
1662,"It works really good, fast delivery.",5
1663,"Was a bit hesitant to purchase this phone on here, But have to say it is in Excellent Condition, works perfect, came in on time and they even added a charger free ! I Recommend this company 100% !",5
1664,I bought about 2 years ago & i still have it in case! Thank u Amazon for having reliable product.,5
1665,The phone works fine and batter life is good. Hope it stays that way for a couple of years until 5G gets sorted with Apple,5
1666,I could not be happier with it! Absolutely perfect condition. Thank you!,5
1667,"Absolutely does NOT work with sprint service. I ordered the fully unlocked version that specified compatible with all service providers, including sprint. Sprint told me that the phone was not compatible with their services. Thankfully I was able to return the phone, but still very inconvenient.",1
1668,"Works well, even if it's reconditioned.",5
1669,My new (refurbished) iPhone works great. I’m extremely pleased with the size. This phone has remarkable features and memory. Prior to purchasing this phone I was using an iPhone SE.,5
1670,Screen is almost a micro screen compared to my note 8 and without a way to expand memory I can see why I stay away from iphones,4
1671,First one went haywire.  Sent it backWe haven't had the second long enough to make a clear call.,3
1672,Bought this for my grandson for Christmas. Works perfect and has no issues! Thank you!!!!,5
1673,"I dislike that it is advertised as unlocked, when in fact it was not. They did accept my return and apologized.",1
1674,"Works with AT&T wifi-calling, battery life is better than my previous phone, takes great photos, it definitely has everything you could need, even for 2021.",5
1675,It worked good for 2 months then completely blacked out for no reason. Still have yet to receive refund!,1
1676,"GREAT, LIKE NEW, ON time, PERFECT",5
1677,Couldn't even activate the phone. Now I gotta send it back... Uggggg,1
1678,"it works as if a brand new one, came right away, aproximately 3 daysafter iorder. great.",5
1679,I got it my grandson and he loves it the phone works perfectly fine,5
1680,"The phone was in near new condition, battery life is acceptable and I received my order a day early.No activation problems or carrier lock!!!!!!!As Advertised!I would recommend this seller.",5
1681,Phone is indistinguishable from a new phone. Battery capacity at 88 percent versus a promised minimum of 80 percent.  Very happy with purchase!,5
1682,"This phone is in perfect condition and fully functional! Very satisfied with my purchase.. The reviews are either hit or miss, so I took a gamble but was prepared and committed to returning repeatedly if necessary, glad I got a good deal on the first try..",5
1683,I get that the phone is “renewed” but the speakers are busted. Sound quality is horrible and the bottom speakers don’t work.Everything else is working fine.,3
1684,DO NOT BUY THIS PRODUCT. IT COULD NOT BE USED. CANNOT USE AN APPLE ID WITH THIS PRODUCT. WHEN CALLING APPLE SUPPORT THEY ADVISED THAT THE PHONE APPEARED LOST OR STOLEN.,1
1685,Excelente,5
1686,i would have liked to get a phone that could be turned on so it could be put to the use for which it was purchased,1
1687,Most user friendly phone I have had. My first I Phone and I can't find anything it cannot do! Very good deal.,5
1688,"Phone was in GREAT condition, not a single scratch or mark on the screen or body. Battery seems good and the phone functions like it’s new. I’m really glad I decided to give it a try as my old iPhone 6 was starting to go on the fritz and was time for an upgrade.",5
1689,The best purchase for 2018!,5
1690,"Nice item, Fast shipping",5
1691,"The iphone came crushed, had to mail it back in a BOX when it came in a flimsy envelope and PAY for it myself.  NOT happy.  this was NOT an amazon deal, it was through amazon.  so be careful what you buy:(",1
1692,Looked and felt new.,5
1693,This phone is like brand new. Totally unlocked. I absolutely love it. And I had it in 2 days.,5
1694,Condition was excellent.,5
1695,Still going strong for a teen !,5
1696,Upgrade from 6: no longer getting IOS updatesexceeds basic phone needs: Smart phonebudget I-phone: significantly less expensive than the current or more recent models.,4
1697,Looks great,5
1698,Exactly what I expected. Light weight and colorful.,5
1699,This was a replacement phone. It serves the purpose I need it to serve.,5
1700,"I am a bitter customer who received the poorest service quality and efficiency I may have ever experienced!! You would be saving yourself a enormous headache by finding services elsewhere!! You will be strung along day by day with no answers, and no results!!",1
1701,Love the phone looks brand new takes beautiful pictures and battery is better than my 7!,5
1702,Good phone! Worked for Tmobile. Came fast. Highly recommend especially for this price.,5
1703,My teen son has had this for about a year now. No complaints. Works as it should.,5
1704,"Very nice, as new.",5
1705,"The phone is like new, I was quite surprised. Surprised because there are a lot of bizarre claims & reviews. My battery goes to 100%",5
1706,"I love this phone. The battery life, touch screen, and camera quality is perfect. I will be 100% buying this product again in the future. I recommend this to anyone needing a phone but not wanting to spend the high prices.",5
1707,"Seller guaranteed that the phone would ship with 80% battery capacity minimum. No such  luck here. While iOS reports that my phone’s battery capacity is at 50% peak, check out the charge history - it dropped from 100% to 0% within five minutes of unplugging it. So disappointing.",1
1708,Acts like a new phone! Very user friendly! Love the size & happy with battery life. 🙂,5
1709,"Me llegó un iphone 8 como nuevo sin ningún rasguño, y con el 99% de la condición de su batería. Si presenta algún fallo actualizare este comentario, por el momento 10/10 ningún desperfecto, está 100% desbloqueado para cualquier operadora de telefonía.",5
1710,"Iphone Broken , not work , the invoice came like a new iphone, with a card like refurbished and sale by renewed, so the item not working , im send like a gift for a friend and have bad times.",1
1711,the battery does die a bit quick but almost all apple products have that issue rn xD I absolutely love it and it came so quick ~ I got the iPhone 8 after I fell and broke my old one this one has been really reliable and glad to have done business with you guys ! ^____^ - happy customer,4
1712,I love my IPhone 8! I absolutely love that my ITunes is on there and I can listen to my music! It has a great look and battery life. I got a great deal on it and it came when it said it would!,5
1713,articulo en excelente condicion,5
1714,No lo puedo activar  no me acepta el chip  Me pide una. Mac. O una. Lap con iTunes  el cual no tengo.  Grax,1
1715,Used iPhone 8 is a bit expensive,4
1716,I was worried after reading some reviews of the seller  having problems really banged up or not really working at all but when I got it it looked brand new all features of the phone works just fine and this is the first time buying a refurbished phone over all very happy with this phone,5
1717,We had 6's and the iphone 8 is awesome! This seller delivers exactly as promised!,5
1718,My 14 year old is in love with it. Great choice and no one can tell it’s refurbished,5
1719,"A great device but the touch screen sucks. It only works when I’m holding the phone. If I lay it down n a flat surface and try to touch the screen , nothing Happens . Other than that it’s a great device!",4
1720,Phone works but has a bunch of scratches across the screen.,1
1721,The phone was not unlocked. It actually has a warning when you try and set it up. Pretty much stating the phone cant and won’t be able to be set up threw any service. So pretty much it’s just a wifi phone. Do not buy it’s a big scam.,1
1722,Perfect! Works perfect! I love it!,5
1723,The phone was not able to activate after trying two SIM cards. had to return it.,1
1724,Los iPhone siempre serán lo mejor a mi parecer,5
1725,"Wasn't fully unlocked and said it was, I couldn't get service on this phone",1
1726,Fantastic and the service fantastic everything first fantastic God bless Amazon,5
1727,The battery started to discharge rapidly and could not be charged. We have to back it up quickly and reset to phone. It went dead and would not turn back on,1
1728,"I bought this phone for my daughter for her birthday . It was late but that was not the sellers fault, bad weather came in and delayed it. The phone couldn’t be more perfect for her",5
1729,I love that everything came as it says and not a single scratch and it’s cheap so I could afford it,5
1730,This phone was sent back within a week of purchasing,1
1731,"Christmas gift for 13 year old. Looks brand new, not a scratch or mark anywhere on it! Cannot even tell its refurbished.",5
1732,Very pleased with this iPhone 8  wil buy again  in the future,5
1733,My cell phone works great!,5
1734,does NOT work with us cellular,1
1735,Seriously like new - great value and quality,5
1736,Indeed pleased with my purchase. Totally came unlocked to south Africa .looks as good as new only a tiny invisible scratch behind the camera.charger is working battery life 95%.reasonable with the price charged.its totally a certified refurbished iphone 8,5
1737,Awesome,5
1738,Software issues,2
1739,So far great phone. Unlocked as promised. Great reception. Performs as expected,5
1740,Great phone for the money!,5
1741,"Phone in great condition! A few scratches on the front side, but it is more than acceptable for a used phone. Battery life lasts 2 days with checking texts/apps a few times a day. 1 Full day with heavy use.Very happy with this phone - Thank you!",5
1742,"needed to upgrade from an iPhone 6. Easy transition thru the AT&T website.hope to have it working for a while. super smooth so far, thanks!",5
1743,"As advertised, the phone works and is exactly what I expected. It sure felt good to pay 50% less for a phone I use all the time! Good value.",5
1744,I bought the “fully unlocked” phone and it just now came. I took it to the sprint store immediately and it is NOT compatible. DO NOT get it. It’s a waste of time and money. Very unhappy with Amazons false advertising,1
1745,"Excellent smartphone; I did not have any idea how this iPhone works or if the seller was serious and legit.  I have to say that I love my iPhone especially the price. My iPhone was delivered on time, under all the specifications the seller gave for this iPhone, it meets my expectations.",5
1746,Teenager needed new phone. In comes dad and Prime 2 day shipping to save the day.,5
1747,"What's not to love - prefect condition, no problems, and a less costly upgrade from my 6s!",5
1748,Phone obviously has virus and acts on its ownDials on its own- switches functions by itselfUnresponsive- need to restart to clear itNot worth money I paidDONT BUY HERE- SELLING DEFECTIVE PHONES,1
1749,"It was in great condition, a few minor scratches in the chassis and screen. battery health was at 89% which is still good. The speakers were kind of dirty and there was some dust/lint particles by the camera which could be cleaned before sending.",5
1750,"came early, works great can't even tell it's referbished",5
1751,"The phone came sim locked even though it states FULLY UNLOCKED, I have no idea what carrier it is locked to because its a second hand phone. I contacted the seller about this issue, they have not answered.  There are ways around this but it's a pain.",1
1752,Great price and like new. So far so good,5
1753,"Why call it recertificated? It is like buying a used car from a dealership.The one I got was ok, several scratches on the screen.  Otherwise it seems to work fine.  Didn't pay attention to battery life.",3
1754,The phone was basically like new everything seems to work fine on it very happy with purchase,5
1755,Nice phone works well,5
1756,Muy bueno mi celular 8 gracias,5
1757,"I had ordered 4 iPhone 8’s, all were in perfect conditions! Came with certificates of complete diagnostics to make sure every single component is functioning as it should. Came with brand new chargers, screen protectors and cases for them all. Never been more satisfied with a purchase.",5
1758,"Looks like new. No issues with how it works, battery life, or the looks of the item. Everything was as described.",5
1759,This phones speaker does not work! Any incoming or outgoing calls you can’t hear anything but a bunch of scratchy noises. Can’t hear the person on either side of the phone. Do not buy any phones from this company 🤬,1
1760,"This is safer than buying off of Facebook market place, Craigslist, Offer Up and even LetGo. You don’t have to worry about the phone not working or a bad imei number or even damage to the device. Amazon offer you that extra security. I AM VERY PLEASED WITH THIS PURCHASE.",5
1761,"Cuando le coloque el protector de pantalla, queda levantado ya que me dijeron que se nota que es una pantalla que no es la original, además viene con rayones",2
1762,Felt and looked like a brand new phone. Changed my SIM card and it worked instantly with no hassles. Battery health 84%. Great deal.,5
1763,I am very disappointed with this phone. First of all it came with a crack in the screen. Second of all the back camera is totally messed up. Not functional. I cant u understand why this phone would be sold to a customer. Never doing this again.,1
1764,"Extremely happy with purchase. Currently living overseas and our phones decided to completely die. This phone came in a week and a half early and works perfectly. No scratches, not cracks nothing. Completely flawless. Digi our phone service provider, was able to get it working within seconds.",5
1765,This came and looked completely new. No scratches or issues. Works great.. owned for 4mo now.,5
1766,I am returning this product because it does not support MetroPCS and I assume that an unlocked phone means just that. wasting our time trying to unlock a phone that does not even support our current network is not fun. Please be more specific about what networks your phone support. Kudos for delivering a product one week early.,2
1767,When I received the Amazon Refurbished I phone the phone would not work unless it was plugged into the charger. How can you certify that you RENEWED a cell phone and have a battery in that condition? I ended up buying a new iphone from verizon that cost $100 more and works great.,1
1768,This Phone was just like it said it was great iphone,5
1769,"Unlike the description on website, it's not like new.I understand a bit as it's a renewed product but ,even so, I felt not satisfied bcz it's too much damaged.However, in the functional perspective and battery quality, it's good to use.If I didnt consider the functional quality as the highest priority, I would have returned it already.",3
1770,Has worked perfectly for the six months we’ve had it,5
1771,Selling 6’s for 8’s,1
1772,Electronic deals was very helpful and patient with me. I had to return two phones (both with audio issues) but this third one has worked wonderfully. I gave them four stars because I had to return multiple times but otherwise very good.,4
1773,"The phone came with 90 day warranty, and it failed at about 120 days. I contacted the seller, but, he was not willing to give a partial credit on returning the phone for another.",2
1774,"It is really worth it. I ordered a renewed iPhone 8 64gb and luckily and 100% battery capacity. And the phone is defect less, it looks brand new. It also came with a screen protector and a sim ejector tool. I am extremely satisfied. It is definitely worth spending your money.",5
1775,Everything worked as described. Phone was great quality for being a used product.,5
1776,EXCELLENT COMMUNICATION!!!!! Helped immensely!!!!! I TOTALLY RECOMMEND  :D,5
1777,Mint condition sans 1 minor blemish on the lower left corner (which is now covered up by my phone case)! I have Metro by T-Mobile (i.e. Metro PCS) and had no trouble activating/using this phone immediately!! (:,5
1778,"The phone is fine. The charger cable was not working very well from the first week I received the cell phone, I had to re-plug in for several times no matter connected it to my laptop or the socket. Then today it totally was out of work at all. My phone is totally dead right now. I am on a business travel. Very disappointing.",1
1779,Great Phone love it,5
1780,"This phone has been super glitchy. We have to hard reset all the time. The hello screen comes up at random times, phone freezes, screentime resets randomly.",1
1781,"The phone was nicely packed; two days early; finally, in superior condition.",5
1782,"Tried to set up ourselves, wouldn't work, took to Verizon store they couldn't figure it out.Called Verizon and they said it wasn't unlocked properly",1
1783,"Well worth the price.  Looks brand new, started right up and all my data transferred easily.  Great product!",5
1784,Camera didn’t work from day one speakers crackled and customer service is terrible would not by from this company again,1
1785,"Great, as advertised.",5
1786,Item arrived within delivery window.  Item was as described. Item performed as described.,5
1787,I was very scared about getting this phone based on the reviews. But this phone is perfect like it’s brand new. No scratch’s! No cracks! No problem setting up with my carrier! So if your scared about purchasing one go ahead and purchase! 100%,5
1788,"I’ve had this phone for about a month and so far it has worked perfectly fine. When I got it, i right away checked it’s imei to be sure it wasn’t blacklisted or something. I didn’t want to put my info or SIM card right away, but imei is clean, so it’s all good! It wasn’t damaged at all. It looks new! Battery lasts a long time. It was a good deal if I say so.",5
1789,Very satisfied with my purchase,5
1790,I am still waiting on a answer how to unlock this cell phone I received two cell one was still lock need a answer soon,1
1791,"Great price and condition, I was pleasantly impressed ;-) also came with 2 usb to lightning cables!",5
1792,This phone is renewed so I was a little worried but it works amazing and I have no complaints,5
1793,"Definitely a deal, you get a case and car charger too!",5
1794,I purchased an IPhone 8 64 GB GOLD FUllY Unused. I went to activate the phone and they explained to us that the phone is locked.I would like to know why I was given a locked phone and there fore I can not use the phone. Please advise!!,1
1795,Small hair line scratches on screen but 200$ for an iPhone8 is a good deal! I’m very hard on my phones so great alternative to buying a brand new phone through provider. Guaranteed warranty through amazon as well with purchase,5
1796,Perfect!,5
1797,Good product,4
1798,Good,5
1799,Quickly arrived in excellent condition,5
1800,Speaker barely worked and phone would shut off without notice and not come back on for hours.,1
1801,Problem occurred with the original purchased iPhone 8. Returned at no cost. Replacement was spot on. Easy communication. Very satisfied.,5
1802,Works like a champ. Haven't used the face recognition and haven't had it long enough to comment on the battery life.,4
1803,"Not what we expected by item description.  It has low battery capacity, a chip, and a scratch.  We are returning it.",2
1804,"Exactly what I ordered, inexpensive, and shipped really fast. Happy to have a new phone",5
1805,It’s a very nice phone but one problem the back camera shakes like out of control but it’s nice,3
1806,My iPhone arrived in like new condition with no marks of any kind on the outside. The phone functions like new and I was able to insert my Verizon SIM card and use it with no issues on the Verizon network.,5
1807,Love love love it!!!,5
1808,Phone lasted a whole hour....Home button broke .Don’t do it... these phones are JUNK!,1
1809,"just as advertised nothing wrong with the phone at all, great condition no scratches, great camera, and plenty of memory. I did hook it up through straight talk only thing was finding a sim that was compatible with the phone was a little difficult but that can be fixed through the straight talk website. Does not come with headphones but does come with charger and a screen protector already on the phone.",5
1810,"Small problem with sound distortion that occurred after a couple weeks, but cleaned earpiece and crystal clear sound again. Good battery life. Satisfied with my purchase thus far.",4
1811,"As I told you before, my phone has a screen problem and I am not able to use it properly. When I bought my phone in the May 16, Amazon has a 3 month warranty, so I’m still covered. I live in Brazil, how can I fix my phone here and use the warranty from amazon? Thanks.",1
1812,"So I ordered the iPhone in gold,64 gb, fully unlocked. But what had came was the iPhone in black but totally unlocked, I made sure I ordered the gold one. Only a few bad things battery health was at 96 when I first got it and just realized only one of the speakers works, the left one does not work. But in general the phone is good",4
1813,Excellent phone. Excellent condition. Came ahead of time and I got this for my mom as a gift. The phone and service exceeded my expectations. Well done!,5
1814,I upgraded my phone and it’s very little difference but I still appreciate it,5
1815,Works good without any issues.,5
1816,The phone itself works fine but not once has my battery ever died on 1%. In fact it hasn’t gotten to 1% once since I’ve bought it. So without that annoying detail it’s fine.,3
1817,Perfect..  great condition even though it is refurbished,5
1818,"The battery goes from 100% to 3% ina few hours and the camera jumps around and makes a buzzing noise. I am sending the phone back, I didn't pay $200.00 for a broken phone.",1
1819,"Units were Like New. No scratches, no dings. Battery life is great. Just make sure you buy from Hybrid IT.I bought another set from a different seller and theirs had scratches and battery was junk.",5
1820,"When the package arrived I was disappointed because it was not wrapped well but when I opened it up the phone was looking pretty good I was impressed. My previous iPhone 6s battery health was at 75% but this 8 arrived at 100% I was very surprised by this, everything seems to be working well with the phone so far so I am very satisfied.",5
1821,The phone does not work. It freezes all the time despite software update. Sometimes I am unable to even re-start the phone. It's like the buttons don't even work. I never had such issues with an Iphone! It is useless and I only had it for a few months.,1
1822,Love it looked brand new came early,5
1823,"If your phone comes with a screen protector I would remove it and inspect the screen. Mine had a glass screen protector that was not clear on the edges, it masked some blemishes on the screen.",4
1824,Home button just stoped working,1
1825,Perfect,5
1826,Seemingly brand new! Very happy with this item.,5
1827,Works perfect and great price,5
1828,"Phone was supposedly excellent. Maybe in appearance, but screen touch areas are off. Frustrating.",2
1829,"The Red iPhone 8 came just as expected. It had no scratches, no scuff marks, looked brand new. The only difference was that it came in a plain white box. It also came with a charger, which did have the Apple logo on the bottom of the plug.",5
1830,"We got this phone for our babysitter because she goes above and beyond for our family. It was truly worth the price and in 99.9% perfect condition. It had two very tiny scratches on the screen, but almost didn't see them. It works great and so far no issues. It's a pretty phone and she absolutely loves it.",5
1831,"Phone was cute but arrived with a fine crack in the screen despite being well packaged.  Trademore was slow to get back with me but it looks as if they are going to take care of it now.  Not thrilled but I mistakes happen and as long as they get it all taken care of, we'll consider using them again.",3
1832,"My iPhone showed up 1 day early. I can barely tell it was used.  The battery charged to 100%, and it lasted 8-10 hours with moderate use.",5
1833,"Came in and was as described. Unlocked and ready to go, hasn’t crapped on me yet so I’m satisfied.",5
1834,Um idk I mean it looks brand new and has no noticeable scratches or defects and every thing works as it should so I’m happy with this investment only thing I can complain about is not getting the 8 plus for only like 20 or so bucks more,5
1835,We were looking for a first time phone for our 12 year old. The price was great and it came in perfect condition. No reason to pay full price! We have been happy with the purchase ever since and will gladly do it again for our youngest.,5
1836,El teléfono aparenta estar en buena condición física pero la batería es pésima el celular se apaga todo el tiempo,4
1837,Sent me the wrong model only found out when I moved over to sprint.  The model that was sent only work with att and t Mobil.  Don’t buy very bad quality control.,1
1838,The product was delivered quickly and I was not disappointed. The phone battery lasts for more than one day withouut charging everything works well. Great product!,5
1839,The phone was in good physical quality but the audio was not good.Had to return it the next day I got it.,3
1840,Great phone must have been refurbished but I have had good luck with this phone.,5
1841,It's a great iphone to have if you like small than it would be great for someone.,3
1842,Very good price and works fine. Had minor scratches but it was already mentioned clearly in the description. Satisfied with the purchase.,5
1843,I switch from an android to a iPhone. I know There a big difference in the two. Either I bought a phone where the volume doesn’t work or there a secret to fixing it so the other person on the phone doesn’t sound like their in a tunnel.,2
1844,Great product for an even greater price.,5
1845,I bought this so my middle school child could have an affordable iPhone.,5
1846,"Everything worked on the phone and it was perfect condition, I have no complaints. I'm very satisfied",5
1847,Was restarting on its own like a zombie,1
1848,Great phone great condition. Family member asked for 1 today!! Will be getting another 1 today!!!,5
1849,I haven’t had any issues with this phone.Work’s great and it also works with cricket wireless,5
1850,"Bought it for my mom, the iPhone was unlocked so it was easy to install and activate. The battery life is good after a full charge it lasted more than a day. The phone as described as it is no scratches or any problems.",5
1851,"Returned for refund because battery was not holding charge, and was reported by Apple diagnostics as “Max Capacity 76%”, which is less than Amazon refurb standard of 80%.",1
1852,"EVERYTHING WAS WRONG WITH THE PHONE**** THE MAX VOLUME LEVEL WAS TO LOW TO USE THE SPEAKERPHONE  AND THE PERSON SOUNDED LIKE A ROBT OR THE BASE ON A WEAK SPEAKER WAS TOO HIGH,  WHEN YOU WERE TALKING THE PERSON SOUNDED LIKE THEY WERE IN A HOLE ,VERY VERY VERY BAD ITEM.",1
1853,I bought it as a gift for someone else.,1
1854,The shutter sound for the camera is not working properly. Is not possible to shut down the noise. I need to come back to my hometown and I don’t have enough time to change the product.,2
1855,Ok but the screen keeps messing up every time I drop or bump it and when i first got it truned off for 3 days besides that good,2
1856,Was refurbished. Perfect condition. Works great. Clean and sleek. No issues,5
1857,Fully unlocked for Verizon nice little starter iphone,5
1858,"it came on time! it looks new -- no scratches or dent, with minimal wear (very tiny case mark at the back of camera). i'm happy with my purchase! Thanks to the seller and amazon... would definitely buy again and would highly recommend to everyone :)",5
1859,"The phone was delivered in excellent shape and works fine. Battery life is 89%, which seems very good for a used phone. We have not attempted to connect with Verizon as we are just allowing our son to use it on WIFI for now. Overall very pleased!",5
1860,an amazing purchase  -  a gamechanger,5
1861,"everytime i talk on the phone , the person im on the phone with cant hear me well . & my camera is also super unfocused.",2
1862,Excelente Super recomiendo,5
1863,I purchased this device only to find out it is not compatible with sprint and I cannot use it. extremely disappointing considering the description says it's compatible with all carriers including sprint. ugh. annoyed.,1
1864,Can’t video on phone all fuzzy,1
1865,"Compre el telefono el 6 de mayo, pero recien le lo dimos de regalo a mi hija el 15 de setiembre del 2019, por su santo. El caso es que el telefono tiene solo 4 meses en las manos de mi hija y se bloquea todo el tiempo, se pone en blanco la pantalla, se agrandan los numeros, no funciona el touch screen, una verdadera estafa. Y no se a quien reclamar.",1
1866,Phone was a Christmas present and it wouldn't charge or turn on at all. Very disappointed.,1
1867,I took this device to a technician after the screen cracked.  The technician reviewed it and informed me that the touch screen and battery were not original.,2
1868,Everything was fine with the phone but the camera shutter flash sound cannot be muted at all on the regular camera function or any others,2
1869,"I got my product phone would turn off and just keep turning on and off over and over , and don’t get me started on how I put my SIM card in and I didn’t have any service , cause it kept going up and down disconnecting and reconnecting. Do not recommend buying this !",1
1870,"The phone is all around fine cosmetically, but the back camera doesn’t work at all. Sending this back and super disappointed about the hassle and additional wait.",2
1871,"It doesn't work! It turns off and on all the time, I can't use it bc the screen sometimes doesn't work, and green and purple lines appear all the time. The screen freezes all the time. Worst phone I've ever had!!!!I sent them an email complaining 2 months ago and they didn't answer!",1
1872,"Honestly, it turned out great!!! No scratches, nothing!!! Battery life was perfect, and The camera was in good shape! It seemed too good to be true! I don't have much to say, considering im not much of a tech person, great though!!",5
1873,"I have order a couple iPhones via woot, no problems",5
1874,I bought this IPhone for my daughter and so far have been very pleased. It looks brand new and works great. I also saved a lot of money going with a refurbished phone.,5
1875,All and all a very good phone came in like new condition,5
